,fc,hp,eb,ht,ld
0,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
1,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
2,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
3,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
4,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
5,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
6,26.474874825633663,67.94584551811614,60.18295563632109,8.939061017552898e-06,154.60366704100986
7,24.263452675498485,65.34150736117036,65.34150736117036,8.97787467989191e-06,154.94645841996453
8,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
9,24.50646638857055,65.9942421070553,65.9942421070553,28.503478546792625,127.99147205588852
10,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
11,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
12,24.50646638857055,65.9942421070553,65.9942421070553,28.503478546792625,127.99147205588852
13,23.525567495021207,66.47121873303347,66.47121873303347,28.498550778632683,127.96945418245544
14,23.525567495021207,66.47121873303347,66.47121873303347,28.498550778632683,127.96945418245544
15,24.263452675498485,65.34150736117036,65.34150736117036,8.97787467989191e-06,154.94645841996453
16,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
17,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
18,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
19,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
20,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
21,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
22,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
23,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
