,fc,hp,eb,ht,ld
0,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
1,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
2,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
3,25.685514042109453,69.16116028576015,61.26021127123624,28.43250992517976,127.67437567392606
4,26.73866452652757,68.62140688949123,60.78177343103878,28.438903208552162,127.70294163850538
5,26.474874825633663,67.94584551811614,60.18295563632109,8.939061017552898e-06,154.60366704100986
6,24.263452675498485,65.34150736117036,65.34150736117036,8.97787467989191e-06,154.94645841996453
7,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
8,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
9,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
10,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
11,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
12,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
13,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
14,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
15,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
16,23.292278002770917,65.81401622692188,65.81401622692188,8.974910168129362e-06,154.92030148170454
17,23.525567495021207,66.47121873303347,66.47121873303347,28.498550778632683,127.96945418245544
18,26.188212188245526,70.51140434969591,59.53221275610135,28.45535939912053,127.77646989492226
19,25.929518578968715,69.81655501656567,58.94496264508375,8.94894509648619e-06,154.69102729167307
20,25.929518578968715,69.81655501656567,58.94496264508375,8.94894509648619e-06,154.69102729167307
21,25.929518578968715,69.81655501656567,58.94496264508375,8.94894509648619e-06,154.69102729167307
22,25.929518578968715,69.81655501656567,58.94496264508375,8.94894509648619e-06,154.69102729167307
23,26.188212188245526,70.51140434969591,59.53221275610135,28.45535939912053,127.77646989492226
